,Close,Volume,CPI,USTS,DI,PP,IR,OP,CLF,EPU,GDP,UNEMP
2022-08-11,167.275970458984,57149200.0,295.32,2.87,120.655,125972000.0,2.33,107.19,105311.0,99.36,65462.0,3.7
2022-08-12,170.859954833984,68039400.0,295.32,2.84,120.9499,125972000.0,2.33,103.7,105311.0,48.55,65462.0,3.7
2022-08-13,170.859954833984,68039400.0,295.32,2.84,120.9499,125972000.0,2.33,103.7,105311.0,48.55,65462.0,3.7
2022-08-14,170.859954833984,68039400.0,295.32,2.84,120.9499,125972000.0,2.33,103.7,105311.0,48.55,65462.0,3.7
2022-08-15,171.942108154297,54091700.0,295.32,2.79,121.3583,126019000.0,2.33,98.25,105311.0,145.63,65462.0,3.7
2022-08-16,171.783248901367,56377100.0,295.32,2.82,121.6112,126019000.0,2.33,95.36,105311.0,103.94,65462.0,3.7
2022-08-17,173.29231262207,79542000.0,295.32,2.89,121.991,126019000.0,2.33,97.22,105311.0,75.77,65462.0,3.7
2022-08-18,172.89518737793,62290100.0,295.32,2.88,122.2758,126019000.0,2.33,96.35,105311.0,92.67,65462.0,3.7
2022-08-19,170.284133911133,70346300.0,295.32,2.98,122.9575,126019000.0,2.33,96.45,105311.0,98.49,65462.0,3.7
2022-08-20,170.284133911133,70346300.0,295.32,2.98,122.9575,126019000.0,2.33,96.45,105311.0,98.49,65462.0,3.7
2022-08-21,170.284133911133,70346300.0,295.32,2.98,122.9575,126019000.0,2.33,96.45,105311.0,98.49,65462.0,3.7
2022-08-22,166.362594604492,69026800.0,295.32,3.03,123.5096,126055000.0,2.33,95.06,105311.0,169.02,65462.0,3.7
2022-08-23,166.025039672852,54147100.0,295.32,3.05,122.9691,126055000.0,2.33,99.49,105311.0,93.31,65462.0,3.7
2022-08-24,166.322891235352,53841500.0,295.32,3.11,123.0226,126055000.0,2.33,99.87,105311.0,137.29,65462.0,3.7
2022-08-25,168.80485534668,51218200.0,295.32,3.03,122.9714,126055000.0,2.33,98.81,105311.0,66.37,65462.0,3.7
2022-08-26,162.441055297852,78961000.0,295.32,3.04,122.9847,126055000.0,2.33,101.13,105311.0,121.88,65462.0,3.7
2022-08-27,162.441055297852,78961000.0,295.32,3.04,122.9847,126055000.0,2.33,101.13,105311.0,121.88,65462.0,3.7
2022-08-28,162.441055297852,78961000.0,295.32,3.04,122.9847,126055000.0,2.33,101.13,105311.0,121.88,65462.0,3.7
2022-08-29,160.217193603516,73314000.0,295.32,3.12,123.3931,126126000.0,2.33,101.13,105311.0,97.52,65462.0,3.7
2022-08-30,157.765014648438,77906200.0,295.32,3.11,123.607,126126000.0,2.33,99.34,105311.0,83.23,65462.0,3.7
2022-08-31,156.087188720703,87991100.0,295.32,3.15,123.4535,126126000.0,2.33,96.55,105311.0,126.46,65462.0,3.7
2022-09-01,156.821838378906,74229900.0,296.539,3.26,124.3064,126126000.0,2.33,92.24,105029.0,75.93,65462.0,3.5
2022-09-02,154.68733215332,76957800.0,296.539,3.2,123.6919,126126000.0,2.33,93.09,105029.0,65.23,65462.0,3.5
2022-09-03,154.68733215332,76957800.0,296.539,3.2,123.6919,126126000.0,2.33,93.09,105029.0,65.23,65462.0,3.5
2022-09-04,154.68733215332,76957800.0,296.539,3.2,123.6919,126126000.0,2.33,93.09,105029.0,65.23,65462.0,3.5
2022-09-05,154.68733215332,76957800.0,296.539,3.2,123.6919,126126000.0,2.33,93.09,105029.0,65.23,65462.0,3.5
2022-09-06,153.416564941406,73714800.0,296.539,3.33,124.6871,126212000.0,2.33,91.43,105029.0,91.55,65462.0,3.5
2022-09-07,154.83625793457,87449600.0,296.539,3.27,124.7649,126212000.0,2.33,86.83,105029.0,87.66,65462.0,3.5
2022-09-08,153.347076416016,84923800.0,296.539,3.29,124.5036,126212000.0,2.33,87.99,105029.0,47.62,65462.0,3.5
2022-09-09,156.236068725586,68028800.0,296.539,3.33,123.7185,126212000.0,2.33,91.68,105029.0,66.03,65462.0,3.5
2022-09-10,156.236068725586,68028800.0,296.539,3.33,123.7185,126212000.0,2.33,91.68,105029.0,66.03,65462.0,3.5
2022-09-11,156.236068725586,68028800.0,296.539,3.33,123.7185,126212000.0,2.33,91.68,105029.0,66.03,65462.0,3.5
2022-09-12,162.252410888672,104956000.0,296.539,3.37,123.28,126279000.0,2.33,93.45,105029.0,162.37,65462.0,3.5
2022-09-13,152.731521606445,122656600.0,296.539,3.42,124.3481,126279000.0,2.33,92.04,105029.0,95.35,65462.0,3.5
2022-09-14,154.190933227539,87965400.0,296.539,3.41,124.3788,126279000.0,2.33,92.83,105029.0,116.73,65462.0,3.5
2022-09-15,151.272125244141,90481100.0,296.539,3.45,124.8118,126279000.0,2.33,89.28,105029.0,118.58,65462.0,3.5
2022-09-16,149.614135742188,162278800.0,296.539,3.45,124.8039,126279000.0,2.33,89.43,105029.0,123.3,65462.0,3.5
2022-09-17,149.614135742188,162278800.0,296.539,3.45,124.8039,126279000.0,2.33,89.43,105029.0,123.3,65462.0,3.5
2022-09-18,149.614135742188,162278800.0,296.539,3.45,124.8039,126279000.0,2.33,89.43,105029.0,123.3,65462.0,3.5
2022-09-19,153.366912841797,81474200.0,296.539,3.49,124.9384,126281000.0,2.33,89.43,105029.0,65.09,65462.0,3.5
2022-09-20,155.769485473633,107689800.0,296.539,3.57,125.0583,126281000.0,2.33,89.62,105029.0,78.61,65462.0,3.5
2022-09-21,152.612380981445,101696800.0,296.539,3.51,125.6664,126281000.0,2.33,89.86,105029.0,70.88,65462.0,3.5
2022-09-22,151.639465332031,86652500.0,296.539,3.7,126.0729,126281000.0,3.08,90.4,105029.0,139.2,65462.0,3.5
2022-09-23,149.346099853516,96029900.0,296.539,3.69,127.169,126281000.0,3.08,84.29,105029.0,133.87,65462.0,3.5
2022-09-24,149.346099853516,96029900.0,296.539,3.69,127.169,126281000.0,3.08,84.29,105029.0,133.87,65462.0,3.5
2022-09-25,149.346099853516,96029900.0,296.539,3.69,127.169,126281000.0,3.08,84.29,105029.0,133.87,65462.0,3.5
2022-09-26,149.683654785156,93339400.0,296.539,3.88,128.3196,126310000.0,3.08,82.55,105029.0,85.96,65462.0,3.5
2022-09-27,150.66650390625,84442700.0,296.539,3.97,128.3198,126310000.0,3.08,85.97,105029.0,194.98,65462.0,3.5
2022-09-28,148.760345458984,146691400.0,296.539,3.72,127.9785,126310000.0,3.08,89.55,105029.0,155.79,65462.0,3.5
2022-09-29,141.453384399414,128138200.0,296.539,3.76,127.4238,126310000.0,3.08,89.41,105029.0,93.12,65462.0,3.5
2022-09-30,137.204223632813,124925300.0,296.539,3.83,127.4039,126310000.0,3.08,88.9,105029.0,192.84,65462.0,3.5
2022-10-01,137.204223632813,124925300.0,296.539,3.83,127.4039,126310000.0,3.08,88.9,105029.0,192.84,65462.0,3.5
2022-10-02,137.204223632813,124925300.0,296.539,3.83,127.4039,126310000.0,3.08,88.9,105029.0,192.84,65462.0,3.5
2022-10-03,141.423599243164,114311700.0,297.987,3.67,126.977,126346000.0,3.08,90.68,104885.0,146.03,65783.0,3.7
2022-10-04,145.047317504883,87830100.0,297.987,3.62,126.1065,126346000.0,3.08,93.74,104885.0,148.79,65783.0,3.7
2022-10-05,145.345138549805,79471000.0,297.987,3.76,126.7759,126346000.0,3.08,94.35,104885.0,153.24,65783.0,3.7
2022-10-06,144.382110595703,68402200.0,297.987,3.83,127.1507,126346000.0,3.08,95.65,104885.0,168.97,65783.0,3.7
2022-10-07,139.080612182617,85925600.0,297.987,3.89,127.215,126346000.0,3.08,98.88,104885.0,139.82,65783.0,3.7
2022-10-08,139.080612182617,85925600.0,297.987,3.89,127.215,126346000.0,3.08,98.88,104885.0,139.82,65783.0,3.7
2022-10-09,139.080612182617,85925600.0,297.987,3.89,127.215,126346000.0,3.08,98.88,104885.0,139.82,65783.0,3.7
2022-10-10,139.408248901367,74899000.0,297.987,3.89,127.215,126453000.0,3.08,97.13,104885.0,181.4,65783.0,3.7
2022-10-11,137.978607177734,77033700.0,297.987,3.93,127.5866,126453000.0,3.08,95.17,104885.0,155.85,65783.0,3.7
2022-10-12,137.343200683594,70433700.0,297.987,3.91,128.0611,126453000.0,3.08,93.44,104885.0,186.85,65783.0,3.7
2022-10-13,141.959716796875,113224000.0,297.987,3.97,127.6538,126453000.0,3.08,95.16,104885.0,169.02,65783.0,3.7
2022-10-14,137.382934570313,88598000.0,297.987,4.0,128.2418,126453000.0,3.08,92.22,104885.0,180.93,65783.0,3.7
2022-10-15,137.382934570313,88598000.0,297.987,4.0,128.2418,126453000.0,3.08,92.22,104885.0,180.93,65783.0,3.7
2022-10-16,137.382934570313,88598000.0,297.987,4.0,128.2418,126453000.0,3.08,92.22,104885.0,180.93,65783.0,3.7
2022-10-17,141.383880615234,85250900.0,297.987,4.02,127.578,126464000.0,3.08,91.04,104885.0,129.16,65783.0,3.7
2022-10-18,142.714233398438,99136600.0,297.987,4.01,127.843,126464000.0,3.08,89.46,104885.0,73.35,65783.0,3.7
2022-10-19,142.823425292969,61758300.0,297.987,4.14,128.3211,126464000.0,3.08,91.34,104885.0,70.66,65783.0,3.7
2022-10-20,142.356826782227,64522000.0,297.987,4.24,127.9346,126464000.0,3.08,91.52,104885.0,78.35,65783.0,3.7
2022-10-21,146.208862304688,86548600.0,297.987,4.21,127.606,126464000.0,3.08,91.82,104885.0,107.34,65783.0,3.7
2022-10-22,146.208862304688,86548600.0,297.987,4.21,127.606,126464000.0,3.08,91.82,104885.0,107.34,65783.0,3.7
2022-10-23,146.208862304688,86548600.0,297.987,4.21,127.606,126464000.0,3.08,91.82,104885.0,107.34,65783.0,3.7
2022-10-24,148.373138427734,75981900.0,297.987,4.25,127.9692,126527000.0,3.08,91.57,104885.0,168.29,65783.0,3.7
2022-10-25,151.242340087891,74732300.0,297.987,4.1,127.3311,126527000.0,3.08,91.76,104885.0,104.95,65783.0,3.7
2022-10-26,148.273880004883,88194300.0,297.987,4.04,126.4195,126527000.0,3.08,92.93,104885.0,84.81,65783.0,3.7
2022-10-27,143.75666809082,109180200.0,297.987,3.96,126.6541,126527000.0,3.08,94.17,104885.0,150.79,65783.0,3.7
2022-10-28,154.617858886719,164762400.0,297.987,4.02,127.1645,126527000.0,3.08,94.64,104885.0,204.29,65783.0,3.7
2022-10-29,154.617858886719,164762400.0,297.987,4.02,127.1645,126527000.0,3.08,94.64,104885.0,204.29,65783.0,3.7
2022-10-30,154.617858886719,164762400.0,297.987,4.02,127.1645,126527000.0,3.08,94.64,104885.0,204.29,65783.0,3.7
2022-10-31,152.235107421875,97943200.0,297.987,4.1,127.5786,126534000.0,3.08,93.3,104885.0,161.13,65783.0,3.7
2022-11-01,149.564529418945,80379300.0,298.598,4.07,127.348,126534000.0,3.08,95.12,104717.0,127.48,65783.0,3.6
2022-11-02,143.985015869141,93604600.0,298.598,4.1,127.2652,126534000.0,3.08,96.07,104717.0,98.2,65783.0,3.6
2022-11-03,137.879318237305,97918500.0,298.598,4.14,128.1087,126534000.0,3.83,95.29,104717.0,140.73,65783.0,3.6
2022-11-04,137.610824584961,140814800.0,298.598,4.17,127.1053,126534000.0,3.83,99.53,104717.0,122.07,65783.0,3.6
2022-11-05,137.610824584961,140814800.0,298.598,4.17,127.1053,126534000.0,3.83,99.53,104717.0,122.07,65783.0,3.6
2022-11-06,137.610824584961,140814800.0,298.598,4.17,127.1053,126534000.0,3.83,99.53,104717.0,122.07,65783.0,3.6
2022-11-07,138.147811889648,83374600.0,298.598,4.22,126.2613,126634000.0,3.83,99.87,104717.0,245.52,65783.0,3.6
2022-11-08,138.724609375,89908500.0,298.598,4.14,125.6077,126634000.0,3.83,96.85,104717.0,123.6,65783.0,3.6
2022-11-09,134.120330810547,74917800.0,298.598,4.12,125.9479,126634000.0,3.83,93.05,104717.0,146.6,65783.0,3.6
2022-11-10,146.053634643555,118854000.0,298.598,3.82,124.6714,126634000.0,3.83,94.25,104717.0,119.57,65783.0,3.6
2022-11-11,148.867889404297,93979700.0,298.598,3.82,124.6714,126634000.0,3.83,96.37,104717.0,183.98,65783.0,3.6
2022-11-12,148.867889404297,93979700.0,298.598,3.82,124.6714,126634000.0,3.83,96.37,104717.0,183.98,65783.0,3.6
2022-11-13,148.867889404297,93979700.0,298.598,3.82,124.6714,126634000.0,3.83,96.37,104717.0,183.98,65783.0,3.6
2022-11-14,147.455780029297,73374100.0,298.598,3.88,123.3884,126644000.0,3.83,93.59,104717.0,215.52,65783.0,3.6
2022-11-15,149.205993652344,89868300.0,298.598,3.8,122.9951,126644000.0,3.83,94.3,104717.0,95.09,65783.0,3.6
2022-11-16,147.962951660156,64218300.0,298.598,3.67,123.243,126644000.0,3.83,92.61,104717.0,107.83,65783.0,3.6
2022-11-17,149.882247924805,80389400.0,298.598,3.77,123.946,126644000.0,3.83,91.0,104717.0,91.22,65783.0,3.6
2022-11-18,150.449081420898,74829600.0,298.598,3.82,123.8169,126644000.0,3.83,88.93,104717.0,133.39,65783.0,3.6
2022-11-19,150.449081420898,74829600.0,298.598,3.82,123.8169,126644000.0,3.83,88.93,104717.0,133.39,65783.0,3.6
2022-11-20,150.449081420898,74829600.0,298.598,3.82,123.8169,126644000.0,3.83,88.93,104717.0,133.39,65783.0,3.6
2022-11-21,147.187286376953,58724100.0,298.598,3.83,124.6611,126676000.0,3.83,88.44,104717.0,122.23,65783.0,3.6
2022-11-22,149.34521484375,51804100.0,298.598,3.76,124.1986,126676000.0,3.83,88.65,104717.0,125.51,65783.0,3.6
2022-11-23,150.23030090332,58301400.0,298.598,3.71,123.734,126676000.0,3.83,85.9,104717.0,183.38,65783.0,3.6
2022-11-24,150.23030090332,58301400.0,298.598,3.71,123.734,126676000.0,3.83,85.9,104717.0,183.38,65783.0,3.6
2022-11-25,147.286727905273,35195900.0,298.598,3.68,123.3171,126676000.0,3.83,83.4,104717.0,189.26,65783.0,3.6
2022-11-26,147.286727905273,35195900.0,298.598,3.68,123.3171,126676000.0,3.83,83.4,104717.0,189.26,65783.0,3.6
2022-11-27,147.286727905273,35195900.0,298.598,3.68,123.3171,126676000.0,3.83,83.4,104717.0,189.26,65783.0,3.6
2022-11-28,143.418365478516,69246000.0,298.598,3.69,123.5866,126349000.0,3.83,83.5,104717.0,183.05,65783.0,3.6
2022-11-29,140.385314941406,83763800.0,298.598,3.75,123.6284,126349000.0,3.83,83.22,104717.0,90.52,65783.0,3.6
2022-11-30,147.207168579102,111380900.0,298.598,3.68,123.467,126349000.0,3.83,85.61,104717.0,89.9,65783.0,3.6
2022-12-01,147.485626220703,71250400.0,298.99,3.53,121.9697,126349000.0,3.83,86.28,104856.0,177.11,65783.0,3.5
2022-12-02,146.988403320313,65447400.0,298.99,3.51,121.9745,126349000.0,3.83,86.54,104856.0,48.03,65783.0,3.5
2022-12-03,146.988403320313,65447400.0,298.99,3.51,121.9745,126349000.0,3.83,86.54,104856.0,48.03,65783.0,3.5
2022-12-04,146.988403320313,65447400.0,298.99,3.51,121.9745,126349000.0,3.83,86.54,104856.0,48.03,65783.0,3.5
2022-12-05,145.814971923828,68826400.0,298.99,3.6,122.5802,126428000.0,3.83,83.36,104856.0,187.14,65783.0,3.5
2022-12-06,142.115646362305,64727200.0,298.99,3.51,122.9649,126428000.0,3.83,79.92,104856.0,105.68,65783.0,3.5
2022-12-07,140.156600952148,69721100.0,298.99,3.42,122.7015,126428000.0,3.83,77.11,104856.0,151.37,65783.0,3.5
2022-12-08,141.857086181641,62128300.0,298.99,3.48,122.3684,126428000.0,3.83,76.02,104856.0,81.81,65783.0,3.5
2022-12-09,141.369827270508,76097000.0,298.99,3.57,122.3712,126428000.0,3.83,76.37,104856.0,114.31,65783.0,3.5
2022-12-10,141.369827270508,76097000.0,298.99,3.57,122.3712,126428000.0,3.83,76.37,104856.0,114.31,65783.0,3.5
2022-12-11,141.369827270508,76097000.0,298.99,3.57,122.3712,126428000.0,3.83,76.37,104856.0,114.31,65783.0,3.5
2022-12-12,143.686859130859,70462700.0,298.99,3.61,122.7245,126843000.0,3.83,78.0,104856.0,169.7,65783.0,3.5
2022-12-13,144.661422729492,93886200.0,298.99,3.51,121.8116,126843000.0,3.83,80.14,104856.0,122.35,65783.0,3.5
2022-12-14,142.413986206055,82291200.0,298.99,3.49,121.7922,126843000.0,3.83,83.33,104856.0,120.9,65783.0,3.5
2022-12-15,135.741271972656,98931900.0,298.99,3.44,122.5201,126843000.0,4.33,82.34,104856.0,114.95,65783.0,3.5
2022-12-16,133.762313842773,160156900.0,298.99,3.48,122.6127,126843000.0,4.33,80.2,104856.0,99.07,65783.0,3.5
2022-12-17,133.762313842773,160156900.0,298.99,3.48,122.6127,126843000.0,4.33,80.2,104856.0,99.07,65783.0,3.5
2022-12-18,133.762313842773,160156900.0,298.99,3.48,122.6127,126843000.0,4.33,80.2,104856.0,99.07,65783.0,3.5
2022-12-19,131.634231567383,79592600.0,298.99,3.57,122.5102,126929000.0,4.33,81.66,104856.0,87.27,65783.0,3.5
2022-12-20,131.564636230469,77432800.0,298.99,3.69,122.1117,126929000.0,4.33,79.45,104856.0,72.84,65783.0,3.5
2022-12-21,134.69709777832,85928000.0,298.99,3.68,122.2665,126929000.0,4.33,80.25,104856.0,147.63,65783.0,3.5
2022-12-22,131.495010375977,77852100.0,298.99,3.67,122.2105,126929000.0,4.33,79.58,104856.0,98.69,65783.0,3.5
2022-12-23,131.127044677734,63814900.0,298.99,3.75,121.9579,126929000.0,4.33,82.45,104856.0,84.14,65783.0,3.5
2022-12-24,131.127044677734,63814900.0,298.99,3.75,121.9579,126929000.0,4.33,82.45,104856.0,84.14,65783.0,3.5
2022-12-25,131.127044677734,63814900.0,298.99,3.75,121.9579,126929000.0,4.33,82.45,104856.0,84.14,65783.0,3.5
2022-12-26,131.127044677734,63814900.0,298.99,3.75,121.9579,126929000.0,4.33,82.45,104856.0,84.14,65783.0,3.5
2022-12-27,129.307250976563,69007800.0,298.99,3.84,121.7378,126914000.0,4.33,82.45,104856.0,69.63,65783.0,3.5
2022-12-28,125.339416503906,85438400.0,298.99,3.88,121.9983,126914000.0,4.33,81.7,104856.0,85.9,65783.0,3.5
2022-12-29,128.889572143555,75703700.0,298.99,3.83,121.6556,126914000.0,4.33,80.96,104856.0,123.69,65783.0,3.5
2022-12-30,129.207794189453,77034200.0,298.99,3.88,121.4047,126914000.0,4.33,82.82,104856.0,199.3,65783.0,3.5
2022-12-31,129.207794189453,77034200.0,298.99,3.88,121.4047,126914000.0,4.33,82.82,104856.0,199.3,65783.0,3.5
2023-01-01,129.207794189453,77034200.0,298.99,3.88,121.4047,126914000.0,4.33,82.82,104856.0,199.3,65783.0,3.5
2023-01-02,129.207794189453,77034200.0,298.99,3.88,121.4047,126914000.0,4.33,82.82,104856.0,199.3,65783.0,3.5
2023-01-03,124.374801635742,112117500.0,300.536,3.79,122.041,126813000.0,4.33,80.36,105502.0,117.51,66078.0,3.4
2023-01-04,125.657638549805,89113600.0,300.536,3.69,121.4767,126813000.0,4.33,75.31,105502.0,114.2,66078.0,3.4
2023-01-05,124.325080871582,80962700.0,300.536,3.71,122.0316,126813000.0,4.33,76.73,105502.0,176.01,66078.0,3.4
2023-01-06,128.899520874023,87754700.0,300.536,3.55,121.044,126813000.0,4.33,76.41,105502.0,158.88,66078.0,3.4
2023-01-07,128.899520874023,87754700.0,300.536,3.55,121.044,126813000.0,4.33,76.41,105502.0,158.88,66078.0,3.4
2023-01-08,128.899520874023,87754700.0,300.536,3.55,121.044,126813000.0,4.33,76.41,105502.0,158.88,66078.0,3.4
2023-01-09,129.426574707031,70790800.0,300.536,3.53,120.0928,126909000.0,4.33,77.5,105502.0,152.46,66078.0,3.4
2023-01-10,130.003341674805,63896200.0,300.536,3.61,120.1881,126909000.0,4.33,78.4,105502.0,386.4,66078.0,3.4
2023-01-11,132.748001098633,69458900.0,300.536,3.54,120.0968,126909000.0,4.33,81.11,105502.0,363.54,66078.0,3.4
2023-01-12,132.66845703125,71379600.0,300.536,3.43,119.3624,126909000.0,4.33,82.59,105502.0,189.12,66078.0,3.4
2023-01-13,134.010940551758,57809700.0,300.536,3.49,119.0901,126909000.0,4.33,83.43,105502.0,141.9,66078.0,3.4
2023-01-14,134.010940551758,57809700.0,300.536,3.49,119.0901,126909000.0,4.33,83.43,105502.0,141.9,66078.0,3.4
2023-01-15,134.010940551758,57809700.0,300.536,3.49,119.0901,126909000.0,4.33,83.43,105502.0,141.9,66078.0,3.4
2023-01-16,134.010940551758,57809700.0,300.536,3.49,119.0901,126909000.0,4.33,83.43,105502.0,141.9,66078.0,3.4
2023-01-17,135.184371948242,63646600.0,300.536,3.53,119.1802,127048000.0,4.33,84.38,105502.0,73.48,66078.0,3.4
2023-01-18,134.458450317383,69672800.0,300.536,3.37,119.0426,127048000.0,4.33,83.78,105502.0,310.22,66078.0,3.4
2023-01-19,134.518112182617,58280400.0,300.536,3.39,119.5592,127048000.0,4.33,85.08,105502.0,106.09,66078.0,3.4
2023-01-20,137.103652954102,80223600.0,300.536,3.48,119.3251,127048000.0,4.33,86.96,105502.0,119.89,66078.0,3.4
2023-01-21,137.103652954102,80223600.0,300.536,3.48,119.3251,127048000.0,4.33,86.96,105502.0,119.89,66078.0,3.4
2023-01-22,137.103652954102,80223600.0,300.536,3.48,119.3251,127048000.0,4.33,86.96,105502.0,119.89,66078.0,3.4
2023-01-23,140.325637817383,81760300.0,300.536,3.52,119.1417,127059000.0,4.33,87.54,105502.0,326.16,66078.0,3.4
2023-01-24,141.737747192383,66435100.0,300.536,3.46,119.0923,127059000.0,4.33,85.25,105502.0,123.28,66078.0,3.4
2023-01-25,141.071487426758,65799300.0,300.536,3.46,118.9715,127059000.0,4.33,85.08,105502.0,113.38,66078.0,3.4
2023-01-26,143.159820556641,54105100.0,300.536,3.49,119.0236,127059000.0,4.33,86.29,105502.0,72.53,66078.0,3.4
2023-01-27,145.118835449219,70555800.0,300.536,3.52,118.9295,127059000.0,4.33,85.36,105502.0,110.89,66078.0,3.4
2023-01-28,145.118835449219,70555800.0,300.536,3.52,118.9295,127059000.0,4.33,85.36,105502.0,110.89,66078.0,3.4
2023-01-29,145.118835449219,70555800.0,300.536,3.52,118.9295,127059000.0,4.33,85.36,105502.0,110.89,66078.0,3.4
2023-01-30,142.205139160156,64015300.0,300.536,3.55,118.8786,127102000.0,4.33,84.9,105502.0,190.98,66078.0,3.4
2023-01-31,143.48796081543,65874500.0,300.536,3.52,118.9619,127102000.0,4.33,83.42,105502.0,158.19,66078.0,3.4
2023-02-01,144.621627807617,77663600.0,301.648,3.39,118.6101,127102000.0,4.33,81.61,106080.0,137.21,66078.0,3.6
2023-02-02,149.981689453125,118339000.0,301.648,3.4,118.3164,127102000.0,4.58,80.57,106080.0,116.99,66078.0,3.6
2023-02-03,153.641220092773,154357300.0,301.648,3.53,119.4642,127102000.0,4.58,78.85,106080.0,115.81,66078.0,3.6
2023-02-04,153.641220092773,154357300.0,301.648,3.53,119.4642,127102000.0,4.58,78.85,106080.0,115.81,66078.0,3.6
2023-02-05,153.641220092773,154357300.0,301.648,3.53,119.4642,127102000.0,4.58,78.85,106080.0,115.81,66078.0,3.6
2023-02-06,150.886627197266,69858300.0,301.648,3.63,120.461,127181000.0,4.58,80.48,106080.0,219.03,66078.0,3.6
2023-02-07,153.790374755859,83322600.0,301.648,3.67,120.2808,127181000.0,4.58,82.92,106080.0,190.34,66078.0,3.6
2023-02-08,151.075561523438,64120100.0,301.648,3.63,120.101,127181000.0,4.58,84.17,106080.0,139.63,66078.0,3.6
2023-02-09,150.031387329102,56007100.0,301.648,3.67,119.9425,127181000.0,4.57,83.46,106080.0,129.06,66078.0,3.6
2023-02-10,150.39990234375,57450700.0,301.648,3.74,120.1228,127181000.0,4.58,85.46,106080.0,99.82,66078.0,3.6
2023-02-11,150.39990234375,57450700.0,301.648,3.74,120.1228,127181000.0,4.58,85.46,106080.0,99.82,66078.0,3.6
2023-02-12,150.39990234375,57450700.0,301.648,3.74,120.1228,127181000.0,4.58,85.46,106080.0,99.82,66078.0,3.6
2023-02-13,153.228439331055,62199000.0,301.648,3.72,119.9952,127214000.0,4.58,85.98,106080.0,70.05,66078.0,3.6
2023-02-14,152.5810546875,61707600.0,301.648,3.77,119.9426,127214000.0,4.58,84.96,106080.0,105.73,66078.0,3.6
2023-02-15,154.702438354492,65573800.0,301.648,3.81,120.4772,127214000.0,4.58,84.11,106080.0,200.6,66078.0,3.6
2023-02-16,153.089004516602,68167900.0,301.648,3.86,120.4938,127214000.0,4.58,83.84,106080.0,223.17,66078.0,3.6
2023-02-17,151.933685302734,59144100.0,301.648,3.82,120.5898,127214000.0,4.58,81.97,106080.0,97.82,66078.0,3.6
2023-02-18,151.933685302734,59144100.0,301.648,3.82,120.5898,127214000.0,4.58,81.97,106080.0,97.82,66078.0,3.6
2023-02-19,151.933685302734,59144100.0,301.648,3.82,120.5898,127214000.0,4.58,81.97,106080.0,97.82,66078.0,3.6
2023-02-20,151.933685302734,59144100.0,301.648,3.82,120.5898,127214000.0,4.58,81.97,106080.0,97.82,66078.0,3.6
2023-02-21,147.880126953125,58867200.0,301.648,3.95,120.6705,127309000.0,4.58,82.14,106080.0,68.9,66078.0,3.6
2023-02-22,148.308395385742,51011300.0,301.648,3.93,120.8904,127309000.0,4.58,79.55,106080.0,140.33,66078.0,3.6
2023-02-23,148.796417236328,48394200.0,301.648,3.88,121.1348,127309000.0,4.58,82.08,106080.0,188.33,66078.0,3.6
2023-02-24,146.117294311523,55469600.0,301.648,3.95,121.6304,127309000.0,4.58,82.31,106080.0,82.35,66078.0,3.6
2023-02-25,146.117294311523,55469600.0,301.648,3.95,121.6304,127309000.0,4.58,82.31,106080.0,82.35,66078.0,3.6
2023-02-26,146.117294311523,55469600.0,301.648,3.95,121.6304,127309000.0,4.58,82.31,106080.0,82.35,66078.0,3.6
2023-02-27,147.322372436523,44998500.0,301.648,3.92,121.4665,127329000.0,4.57,81.24,106080.0,130.62,66078.0,3.6
2023-02-28,146.814437866211,50547000.0,301.648,3.92,121.4065,127329000.0,4.57,83.21,106080.0,88.38,66078.0,3.6
2023-03-01,144.722915649414,55479000.0,301.808,4.01,120.6963,127329000.0,4.58,83.68,106231.0,79.33,66078.0,3.5
2023-03-02,145.320510864258,52238100.0,301.808,4.08,121.1967,127329000.0,4.57,84.15,106231.0,158.83,66078.0,3.5
2023-03-03,150.419815063477,70732300.0,301.808,3.97,120.8531,127329000.0,4.57,85.74,106231.0,90.05,66078.0,3.5
2023-03-04,150.419815063477,70732300.0,301.808,3.97,120.8531,127329000.0,4.57,85.74,106231.0,90.05,66078.0,3.5
2023-03-05,150.419815063477,70732300.0,301.808,3.97,120.8531,127329000.0,4.57,85.74,106231.0,90.05,66078.0,3.5
2023-03-06,153.208511352539,87558000.0,301.808,3.98,120.5949,127376000.0,4.57,85.86,106231.0,88.74,66078.0,3.5
2023-03-07,150.987533569336,56182000.0,301.808,3.97,121.5364,127376000.0,4.57,83.03,106231.0,97.28,66078.0,3.5
2023-03-08,152.252395629883,47204800.0,301.808,3.98,121.5306,127376000.0,4.57,82.1,106231.0,71.68,66078.0,3.5
2023-03-09,149.981597900391,53833600.0,301.808,3.93,121.5307,127376000.0,4.57,81.0,106231.0,99.01,66078.0,3.5
2023-03-10,147.900039672852,68572400.0,301.808,3.7,121.2924,127376000.0,4.57,82.3,106231.0,167.33,66078.0,3.5
2023-03-11,147.900039672852,68572400.0,301.808,3.7,121.2924,127376000.0,4.57,82.3,106231.0,167.33,66078.0,3.5
2023-03-12,147.900039672852,68572400.0,301.808,3.7,121.2924,127376000.0,4.57,82.3,106231.0,167.33,66078.0,3.5
2023-03-13,149.862075805664,84457100.0,301.808,3.55,120.8944,127459000.0,4.58,79.67,106231.0,226.43,66078.0,3.5
